ImageId,EncodedPixels
0a849e0eb15faa8a6d7329c3dd66aabe9a294cccb52ed30a90c8ca99092ae732,5303 7 5557 12 5812 16 6068 20 6324 23 6579 24 6835 24 7091 24 7347 24 7603 24 7860 23 8116 23 8372 22 8629 21 8886 19 9143 16 9401 6
0a849e0eb15faa8a6d7329c3dd66aabe9a294cccb52ed30a90c8ca99092ae732,191 19 447 19 703 19 959 19 1215 19 1472 17 1728 17 1986 14 2244 11 2501 9
0a849e0eb15faa8a6d7329c3dd66aabe9a294cccb52ed30a90c8ca99092ae732,13780 10 14032 18 14287 21 14542 23 14798 25 15053 27 15309 28 15565 30 15821 31 16077 32 16333 32 16589 32 16845 32 17102 31 17358 31 17615 30 17871 30 18128 29 18385 28 18642 27 18900 25 19159 21 19419 16 19678 12 19938 6
0a849e0eb15faa8a6d7329c3dd66aabe9a294cccb52ed30a90c8ca99092ae732,25810 9 26063 14 26318 17 26574 18 26829 20 27085 20 27341 20 27597 21 27853 21 28109 21 28366 20 28622 20 28878 19 29135 18 29391 18 29648 16 29905 14 30162 13 30419 10 30680 2
0a849e0eb15faa8a6d7329c3dd66aabe9a294cccb52ed30a90c8ca99092ae732,39894 7 40148 11 40403 13 40658 16 40913 18 41168 20 41423 22 41679 22 41935 22 42191 22 42447 22 42703 22 42958 23 43215 22 43471 22 43727 22 43983 22 44240 21 44497 20 44754 18 45011 16 45268 14 45526 11 45784 7
0a849e0eb15faa8a6d7329c3dd66aabe9a294cccb52ed30a90c8ca99092ae732,7640 11 7894 16 8148 19 8404 20 8659 21 8915 22 9170 23 9426 23 9682 23 9938 23 10194 23 10450 23 10707 22 10963 22 11219 22 11475 21 11732 20 11988 19 12245 17 12502 15 12760 10
0a849e0eb15faa8a6d7329c3dd66aabe9a294cccb52ed30a90c8ca99092ae732,2016 8 2270 13 2525 15 2781 16 3036 17 3292 18 3548 18 3803 19 4059 20 4315 20 4571 20 4827 20 5083 20 5340 18 5597 17 5854 15 6111 13 6370 7
0a849e0eb15faa8a6d7329c3dd66aabe9a294cccb52ed30a90c8ca99092ae732,31722 12 31975 16 32228 19 32481 22 32736 23 32991 24 33247 24 33502 25 33758 25 34014 24 34270 24 34526 24 34782 24 35039 23 35295 23 35552 21 35809 19 36066 17 36323 15 36581 12 36838 9
0a849e0eb15faa8a6d7329c3dd66aabe9a294cccb52ed30a90c8ca99092ae732,63203 4 63458 6 63713 8 63968 11 64224 12 64480 13 64736 14 64992 14 65247 15 65503 15
0a849e0eb15faa8a6d7329c3dd66aabe9a294cccb52ed30a90c8ca99092ae732,47847 5 48101 10 48356 12 48611 15 48866 17 49122 18 49378 19 49634 20 49889 21 50145 22 50401 22 50657 22 50913 22 51170 21 51426 21 51683 20 51940 18 52196 17 52453 15 52711 11 52968 8
0a849e0eb15faa8a6d7329c3dd66aabe9a294cccb52ed30a90c8ca99092ae732,19954 2 20205 10 20459 13 20714 15 20969 16 21224 18 21479 20 21735 20 21991 20 22247 20 22503 20 22759 20 23015 21 23271 21 23527 20 23783 20 24040 19 24296 18 24553 17 24810 15 25066 15 25324 12 25581 10 25839 6
0a849e0eb15faa8a6d7329c3dd66aabe9a294cccb52ed30a90c8ca99092ae732,37869 10 38123 15 38378 18 38633 20 38888 22 39144 23 39400 23 39655 24 39911 24 40167 24 40423 24 40679 24 40935 24 41192 23 41448 23 41704 23 41960 23 42217 22 42474 21 42731 19 42989 16 43246 13 43503 7
0a849e0eb15faa8a6d7329c3dd66aabe9a294cccb52ed30a90c8ca99092ae732,8179 7 8434 11 8689 13 8945 13 9200 15 9456 16 9711 17 9967 17 10223 17 10479 17 10735 17 10991 17 11247 17 11503 17 11759 17 12015 17 12272 16 12530 14 12787 13 13044 12 13301 11 13559 9
0999dab07b11bc85fb8464fc36c947fbd8b5d6ec49817361cb780659ca805eac,24936 6 25452 12 25969 15 26486 19 27004 21 27522 23 28040 25 28558 27 29076 28 29595 28 30113 29 30632 28 31151 28 31670 28 32189 27 32708 27 33227 27 33746 26 34265 26 34784 24 35304 22 35823 21 36343 17 36863 13 37385 6
0999dab07b11bc85fb8464fc36c947fbd8b5d6ec49817361cb780659ca805eac,113173 4 113690 10 114211 8 114729 10 115246 13 115763 16 116281 17 116799 19 117317 21 117835 22 118353 24 118872 24 119390 25 119909 26 120428 27 120947 27 121466 27 121985 27 122504 27 123023 27 123541 28 124061 27 124580 27 125099 27 125618 27 126137 27 126656 27 127175 25 127201 1 127695 24 128215 21
0999dab07b11bc85fb8464fc36c947fbd8b5d6ec49817361cb780659ca805eac,8353 8 8871 11 9389 14 9907 16 9931 10 10425 18 10447 15 10944 19 10965 17 11462 41 11980 43 12499 44 13018 44 13537 45 14056 46 14575 46 15094 47 15613 47 16132 47 16651 48 17170 48 17689 48 18208 48 18727 48 19246 48 19766 47 20285 47 20804 47 21324 46 21843 45 22363 44 22883 42 23415 28 23934 27 24454 24 24977 18 25498 12
0999dab07b11bc85fb8464fc36c947fbd8b5d6ec49817361cb780659ca805eac,30158 13 30675 20 31192 22 31709 25 32227 26 32745 26 33264 26 33782 27 34301 27 34820 26 35340 25 35859 24 36378 23 36897 21 37416 20 37936 17 38456 12 38976 8
0999dab07b11bc85fb8464fc36c947fbd8b5d6ec49817361cb780659ca805eac,46269 12 46782 20 47299 23 47817 24 48335 25 48853 26 49372 26 49891 26 50410 26 50928 27 51447 27 51966 27 52485 27 53005 25 53524 24 54043 23 54563 21 55084 17 55605 12
0999dab07b11bc85fb8464fc36c947fbd8b5d6ec49817361cb780659ca805eac,63410 1 63925 11 64442 15 64960 17 65478 19 65996 20 66515 21 67033 22 67552 23 68071 23 68589 24 69108 25 69627 25 70146 25 70665 26 71184 26 71703 26 72223 25 72742 25 73261 25 73781 24 74300 24 74819 24 75339 22 75858 22 76378 20 76898 19 77418 17 77938 15 78458 13 78978 10 79498 7
0999dab07b11bc85fb8464fc36c947fbd8b5d6ec49817361cb780659ca805eac,50480 7 50995 13 51512 17 52030 18 52548 19 53066 20 53584 21 54102 22 54620 23 55138 24 55657 24 56176 24 56694 24 57213 24 57732 23 58251 23 58770 22 59289 22 59808 22 60327 21 60846 21 61365 20 61884 20 62403 19 62923 17 63442 17 63962 15 64482 13 65003 10 65525 4
0999dab07b11bc85fb8464fc36c947fbd8b5d6ec49817361cb780659ca805eac,21945 6 22462 10 22979 14 23495 19 24007 28 24521 33 25038 36 25557 37 26076 38 26595 38 27114 39 27633 39 28152 40 28671 40 29190 40 29709 40 30228 40 30747 40 31266 40 31785 40 32304 40 32823 40 33342 40 33861 39 34380 38 34899 37 35418 35 35938 31 36459 21 36980 13
0999dab07b11bc85fb8464fc36c947fbd8b5d6ec49817361cb780659ca805eac,112243 18 112761 21 113279 24 113797 27 114315 29 114834 29 115353 29 115871 30 116390 30 116909 30 117428 30 117947 30 118466 30 118985 30 119504 30 120024 28 120544 25 121064 22 121586 16 122113 1
0999dab07b11bc85fb8464fc36c947fbd8b5d6ec49817361cb780659ca805eac,89434 10 89950 14 90466 18 90983 20 91500 23 92018 25 92536 27 93055 29 93574 29 94093 29 94612 29 95131 29 95650 29 96169 29 96689 28 97208 27 97728 26 98248 24 98768 22 99288 20 99809 17 100330 14 100851 10
0999dab07b11bc85fb8464fc36c947fbd8b5d6ec49817361cb780659ca805eac,57278 3 57791 12 58307 18 58824 21 59342 22 59860 24 60378 25 60897 26 61415 27 61934 28 62453 28 62972 27 63491 27 64010 26 64529 25 65048 24 65567 23 66086 21 66605 20 67124 19 67645 14
0999dab07b11bc85fb8464fc36c947fbd8b5d6ec49817361cb780659ca805eac,89476 11 89993 15 90511 17 91029 19 91548 20 92067 21 92586 21 93105 22 93624 22 94143 23 94662 23 95181 23 95700 24 96219 24 96738 24 97257 24 97777 24 98296 24 98816 23 99335 23 99855 22 100375 21 100894 20 101414 19 101934 18 102454 16 102974 15 103495 12
0999dab07b11bc85fb8464fc36c947fbd8b5d6ec49817361cb780659ca805eac,33960 4 34475 10 34992 13 35509 16 36027 17 36545 19 37064 19 37582 20 38100 22 38619 22 39138 22 39656 23 40175 23 40694 23 41213 23 41731 24 42250 24 42769 23 43288 23 43807 23 44326 22 44845 21 45364 20 45884 18 46403 17 46923 14 47444 9
0999dab07b11bc85fb8464fc36c947fbd8b5d6ec49817361cb780659ca805eac,63020 1 63534 10 64051 14 64569 16 65087 17 65606 18 66125 18 66644 19 67163 19 67682 19 68201 19 68720 19 69239 20 69758 20 70277 20 70796 20 71315 20 71834 20 72353 20 72872 20 73391 20 73910 20 74430 18 74949 18 75468 18 75987 18 76506 18 77025 17 77544 17 78063 17 78582 17 79102 15 79621 15 80140 14 80660 12 81181 9 81701 7
0999dab07b11bc85fb8464fc36c947fbd8b5d6ec49817361cb780659ca805eac,1784 18 2302 25 2820 28 3339 29 3858 29 4377 29 4896 29 5415 29 5934 29 6453 29 6972 29 7492 28 8011 28 8531 27 9050 26 9570 25 10089 25 10609 23 11128 22 11648 21 12168 19 12687 18 13207 16 13727 13 14249 6
0999dab07b11bc85fb8464fc36c947fbd8b5d6ec49817361cb780659ca805eac,114431 10 114949 12 115466 15 115984 16 116503 16 117021 18 117538 20 118056 22 118573 24 119091 25 119610 26 120128 27 120646 29 121165 30 121683 32 122202 33 122721 34 123240 35 123759 36 124278 37 124797 37 125316 37 125835 37 126354 37 126874 36 127394 32
0999dab07b11bc85fb8464fc36c947fbd8b5d6ec49817361cb780659ca805eac,53721 12 54238 19 54755 23 55273 25 55791 28 56309 30 56828 31 57347 31 57865 32 58384 32 58903 32 59422 32 59941 32 60461 31 60980 31 61500 30 62020 29 62539 29 63059 27 63580 24 64101 20 64622 16 65144 9
0999dab07b11bc85fb8464fc36c947fbd8b5d6ec49817361cb780659ca805eac,25204 12 25720 17 26237 20 26755 21 27273 23 27791 24 28309 25 28827 26 29345 28 29864 28 30383 28 30902 27 31421 27 31940 27 32459 27 32978 27 33497 27 34017 25 34536 25 35056 23 35575 23 36095 21 36615 19 37137 13
0999dab07b11bc85fb8464fc36c947fbd8b5d6ec49817361cb780659ca805eac,112931 7 113447 13 113965 15 114483 18 115001 19 115520 21 116038 22 116557 23 117076 23 117594 25 118113 25 118632 25 119151 26 119670 26 120189 26 120708 26 121228 25 121747 25 122267 25 122787 24 123308 21 123829 19 124349 17
0999dab07b11bc85fb8464fc36c947fbd8b5d6ec49817361cb780659ca805eac,12264 12 12780 17 13298 20 13816 22 14334 24 14853 24 15371 26 15890 26 16409 27 16928 27 17447 27 17966 27 18485 27 19004 26 19524 25 20043 25 20562 24 21082 23 21601 22 22121 21 22641 19 23161 18 23681 15 24202 12
0999dab07b11bc85fb8464fc36c947fbd8b5d6ec49817361cb780659ca805eac,71441 9 71956 16 72473 20 72991 22 73508 24 74027 24 74545 25 75063 26 75581 27 76099 28 76618 28 77136 29 77654 30 78173 30 78691 31 79210 31 79729 31 80247 32 80766 32 81285 31 81804 30 82322 30 82841 28 83360 27 83880 25 84399 23 84920 18 85441 13
0999dab07b11bc85fb8464fc36c947fbd8b5d6ec49817361cb780659ca805eac,40826 9 41341 17 41858 22 42375 25 42893 28 43411 29 43930 30 44448 31 44967 31 45486 32 46004 33 46523 33 47042 33 47561 32 48080 32 48599 32 49118 31 49637 30 50157 29 50677 26 51198 23 51723 11
0999dab07b11bc85fb8464fc36c947fbd8b5d6ec49817361cb780659ca805eac,11282 3 11798 8 12314 12 12831 15 13348 17 13866 19 14383 21 14901 22 15419 23 15938 23 16456 24 16975 24 17494 23 18013 23 18532 23 19051 23 19570 22 20089 22 20608 21 21127 21 21646 21 22165 20 22685 18 23204 17 23724 15 24246 10
0999dab07b11bc85fb8464fc36c947fbd8b5d6ec49817361cb780659ca805eac,47645 1 48156 14 48671 21 49189 24 49707 26 50225 28 50743 29 51261 31 51780 31 52298 32 52817 32 53336 32 53855 32 54374 32 54894 30 55414 29 55934 27 56457 21 56980 10
0999dab07b11bc85fb8464fc36c947fbd8b5d6ec49817361cb780659ca805eac,21176 5 21692 12 22209 16 22727 18 23245 19 23763 21 24282 22 24800 23 25319 23 25837 24 26356 24 26874 25 27393 25 27911 26 28430 26 28949 26 29467 27 29986 27 30505 26 31024 26 31543 26 32062 25 32582 24 33101 23 33621 21 34141 18 34662 13
0999dab07b11bc85fb8464fc36c947fbd8b5d6ec49817361cb780659ca805eac,26939 7 27454 15 27971 20 28488 26 29006 35 29524 40 30042 43 30560 44 31078 45 31596 46 32115 46 32634 46 33152 47 33671 47 34189 48 34708 48 35227 48 35746 48 36265 48 36784 48 37303 48 37823 47 38343 46 38862 46 39383 43 39904 39 40444 16 40967 2 40970 1
0ed3555a4bd48046d3b63d8baf03a5aa97e523aa483aaa07459e7afa39fb96c6,58379 7 58634 9 58889 11 59145 12 59401 12 59657 12 59913 12 60169 12 60425 11 60682 9 60939 7 61196 5
0ed3555a4bd48046d3b63d8baf03a5aa97e523aa483aaa07459e7afa39fb96c6,38334 8 38588 10 38843 11 39097 13 39351 14 39607 14 39863 13 40119 12 40375 11 40631 10 40887 8 41143 7
0ed3555a4bd48046d3b63d8baf03a5aa97e523aa483aaa07459e7afa39fb96c6,38097 11 38352 13 38608 13 38864 13 39120 13 39376 13 39632 13 39888 13 40144 13 40400 13 40655 14 40911 14 41167 14 41423 14 41679 14 41936 12 42192 12 42449 10 42706 9
0ed3555a4bd48046d3b63d8baf03a5aa97e523aa483aaa07459e7afa39fb96c6,44499 7 44754 8 45009 10 45265 10 45521 10 45777 10 46033 10 46289 10 46546 8 46803 6
0ed3555a4bd48046d3b63d8baf03a5aa97e523aa483aaa07459e7afa39fb96c6,44005 9 44259 12 44513 15 44769 16 45025 16 45281 16 45537 16 45793 16 46049 16 46305 16 46561 3 46568 9 46826 6 47084 3
0ed3555a4bd48046d3b63d8baf03a5aa97e523aa483aaa07459e7afa39fb96c6,35050 10 35306 12 35562 13 35818 13 36074 14 36330 14 36586 15 36842 15 37098 15 37354 15 37611 14 37868 12 38125 10 38381 9 38638 6
0e132f71c8b4875c3c2dd7a22997468a3e842b46aa9bd47cf7b0e8b7d63f0925,47880 7 48135 9 48391 10 48646 12 48902 12 49158 12 49414 12 49670 12 49926 11 50183 9 50440 7 50697 5
0e132f71c8b4875c3c2dd7a22997468a3e842b46aa9bd47cf7b0e8b7d63f0925,28169 5 28424 8 28679 10 28935 11 29191 12 29447 12 29704 11 29960 11 30217 10 30474 8 30731 6
0e132f71c8b4875c3c2dd7a22997468a3e842b46aa9bd47cf7b0e8b7d63f0925,9772 6 10022 14 10275 19 10531 20 10787 21 11043 21 11299 21 11558 18 11817 14 12076 10 12334 6
0e132f71c8b4875c3c2dd7a22997468a3e842b46aa9bd47cf7b0e8b7d63f0925,35125 2 35379 7 35634 9 35889 11 36145 12 36401 12 36657 12 36913 12 37169 12 37426 11 37682 10 37940 7 38197 4
0e132f71c8b4875c3c2dd7a22997468a3e842b46aa9bd47cf7b0e8b7d63f0925,45883 5 46138 8 46393 10 46649 11 46904 12 47160 13 47416 13 47673 12 47929 12 48186 11 48443 9 48701 6
0e132f71c8b4875c3c2dd7a22997468a3e842b46aa9bd47cf7b0e8b7d63f0925,20033 3 20289 6 20544 9 20800 10 21055 11 21311 12 21567 12 21822 13 22078 13 22335 11 22591 11 22848 9 23106 6 23364 3
0e132f71c8b4875c3c2dd7a22997468a3e842b46aa9bd47cf7b0e8b7d63f0925,37202 4 37457 6 37711 8 37966 10 38222 10 38478 10 38734 10 38990 9 39246 9 39504 5
0f1f896d9ae5a04752d3239c690402c022db4d72c0d2c087d73380896f72c466,325635 4 326147 5 326659 5 327171 6 327683 7 328194 9 328706 10 329218 11 329730 12 330242 14 330754 16 331266 18 331778 20 332290 21 332802 23 333314 23 333826 23 334338 24 334850 25 335362 25 335874 27 336386 28 336898 29 337410 29 337922 30 338434 31 338946 32 339458 33 339970 34 340482 35 340994 36 341506 37 342018 37 342530 38 343042 40 343554 41 344066 41 344578 41 345090 41 345602 41 346114 41 346626 41 347138 39
0f1f896d9ae5a04752d3239c690402c022db4d72c0d2c087d73380896f72c466,3 75 515 75 1027 77 1539 77 2051 76 2563 77 3075 77 3587 77 4099 77 4611 77 5123 77 5635 76 6147 76 6659 76 7171 76 7683 76 8195 76 8707 75 9219 75 9731 75 10243 75 10755 75 11267 75 11779 75 12291 75 12803 74 13317 73 13829 73 14341 73 14854 72 15366 72 15878 73 16391 72 16903 72 17416 72 17929 71 18441 71 18955 70 19469 68 19983 66 20497 63 21011 62 21524 61 22038 59 22552 56 23066 54 23580 52 24093 50 24607 47 25121 42 25635 37 26150 32 26664 29
0f1f896d9ae5a04752d3239c690402c022db4d72c0d2c087d73380896f72c466,167951 18 168461 23 168971 29 169481 33 169992 36 170503 39 171014 42 171525 45 172037 46 172549 48 173061 49 173573 50 174085 51 174596 53 175108 53 175620 55 176132 55 176644 55 177156 55 177668 55 178179 56 178691 56 179203 56 179715 56 180227 56 180739 56 181251 56 181764 55 182276 55 182788 55 183300 55 183812 55 184324 55 184837 54 185349 54 185862 52 186374 51 186888 49 187402 46 187917 42 188432 39 188946 36 189461 31 189976 27 190490 19 190511 1 191003 12
0f1f896d9ae5a04752d3239c690402c022db4d72c0d2c087d73380896f72c466,241729 5 242237 10 242738 1 242743 16 243241 31 243748 36 244257 38 244767 40 245277 42 245785 44 246294 45 246804 47 247315 47 247826 48 248335 50 248846 50 249356 51 249866 52 250377 52 250888 52 251398 52 251910 51 252422 51 252934 50 253446 50 253958 48 254470 46 254987 39 255507 29 256021 26 256536 21 257051 16 257568 7
0f1f896d9ae5a04752d3239c690402c022db4d72c0d2c087d73380896f72c466,207383 13 207892 18 208402 22 208912 25 209423 27 209935 28 210446 31 210957 32 211469 33 211980 34 212492 34 213004 35 213515 36 214027 36 214539 37 215051 37 215563 37 216075 37 216587 37 217099 36 217611 36 218123 36 218635 36 219147 35 219660 34 220172 33 220685 31 221197 30 221710 28 222223 25 222736 22 223252 16 223766 9
0f1f896d9ae5a04752d3239c690402c022db4d72c0d2c087d73380896f72c466,126054 12 126559 31 127067 48 127577 54 128086 60 128596 63 129106 68 129615 73 130125 76 130635 79 131145 82 131655 84 132164 88 132674 91 133184 94 133694 96 134205 98 134716 100 135226 104 135737 105 136247 107 136757 109 137267 111 137777 113 138286 116 138798 116 139310 116 139822 116 140334 116 140846 116 141358 116 141870 116 142382 116 142894 116 143406 116 143918 116 144430 116 144942 116 145454 114 145966 113 146478 113 146990 113 147502 112 148014 112 148526 112 149038 111 149550 111 150062 111 150574 110 151086 110 151598 110 152110 109 152622 109 153134 109 153646 109 154158 109 154670 109 155182 108 155694 108 156206 108 156718 108 157230 108 157742 108 158254 108 158766 107 159278 107 159790 107 160302 107 160814 107 161326 107 161838 106 162350 106 162862 106 163374 105 163886 105 164398 104 164910 103 165422 102 165934 101 166448 99 166961 97 167474 95 167988 93 168501 91 169014 89 169527 86 170041 81 170555 76 171068 72 171581 61 172094 57 172607 51 173120 46 173633 38 174147 30 174661 25 175174 21 175687 17 176200 14 176713 11 177225 11
0f1f896d9ae5a04752d3239c690402c022db4d72c0d2c087d73380896f72c466,175219 11 175728 16 176236 22 176743 28 177250 35 177759 39 178268 43 178777 46 179286 50 179796 52 180306 55 180816 57 181325 61 181836 62 182347 63 182858 64 183369 65 183881 65 184392 66 184904 67 185415 68 185927 68 186438 69 186949 70 187461 70 187972 71 188484 71 188996 71 189508 71 190019 72 190531 72 191043 72 191555 72 192067 71 192578 72 193090 72 193602 72 194114 71 194625 71 195137 70 195649 68 196161 64 196673 58 197185 54 197697 42 198210 35 198723 31 199236 28 199750 23 200266 6
0f1f896d9ae5a04752d3239c690402c022db4d72c0d2c087d73380896f72c466,17525 6 18035 10 18543 15 19049 22 19557 27 20068 28 20577 31 21088 33 21597 36 22108 37 22619 38 23130 39 23640 40 24151 38 24662 38 25174 37 25686 37 26197 37 26709 36 27220 36 27732 36 28243 37 28754 38 29266 38 29778 37 30289 39 30800 40 31311 41 31823 40 32334 42 32845 44 33357 44 33868 44 34379 45 34890 48 35401 49 35912 50 36423 50 36934 50 37445 50 37957 49 38469 48 38982 46 39494 46 40006 45 40519 42 41032 40 41544 39 42057 38 42570 34 43084 30 43597 27 44115 18 44633 8
0f1f896d9ae5a04752d3239c690402c022db4d72c0d2c087d73380896f72c466,100494 3 101003 9 101512 15 102023 17 102533 20 103044 23 103555 24 104066 26 104578 26 105089 27 105601 28 106112 29 106623 30 107135 30 107647 30 108158 31 108670 31 109182 31 109693 32 110205 32 110717 31 111228 32 111740 32 112252 32 112764 31 113276 31 113788 30 114299 31 114811 30 115323 30 115835 29 116347 28 116858 28 117370 28 117881 28 118393 27 118905 27 119417 26 119929 26 120441 25 120953 24 121465 22 121978 19 122492 15 123004 14
